id_department,department_name,terrain_area,old_antenna,new_antenna_type
4,Atlantico,521600,27,a
20,Meta,1888600,11,b
9,Casanare,1429400,1,c
15,Guainia,521400,10,e
19,Magdalena,1201200,9,b
28,Sucre,370200,8,d
5,Bolivar,1953200,14,a
11,Cesar,433800,30,c
8,Caqueta,1800200,9,e
6,Boyaca,173000,24,e
14,Cundinamarca,1740800,23,a
25,Risaralda,115600,16,c
6,Boyaca,746600,15,c
20,Meta,1345400,27,d
2,Antioquia,953800,28,d
16,Guaviare,1738600,9,a
23,Putumayo,785200,23,d
28,Sucre,410000,29,c
9,Casanare,516200,17,c
25,Risaralda,420800,16,a
7,Caldas,815400,26,a
3,Arauca,103600,2,a
21,Narino,1354600,17,e
17,Huila,1559600,26,c
8,Caqueta,693400,5,d
25,Risaralda,494200,2,d
8,Caqueta,218400,25,c
14,Cundinamarca,71400,12,b
21,Narino,1797200,29,e
26,San Andres y Providencia,1546600,10,a
7,Caldas,947600,6,e
13,Cordoba,707800,23,b
8,Caqueta,633600,30,a
12,Choco,1614400,10,e
32,Vichada,564600,30,b
21,Narino,351200,9,e
5,Bolivar,1773600,2,e
28,Sucre,1931800,28,a
8,Caqueta,429600,5,d
8,Caqueta,1995000,12,d
19,Magdalena,1137800,29,d
24,Quindio,520600,9,d
26,San Andres y Providencia,809600,24,e
29,Tolima,1733000,7,d
29,Tolima,930200,1,c
19,Magdalena,981000,4,c
18,La Guajira,1813000,8,c
11,Cesar,562200,15,b
31,Vaupes,1839600,0,d
5,Bolivar,629400,14,e
4,Atlantico,1716000,10,c
22,Norte de Santander,58200,17,d
26,San Andres y Providencia,519600,22,d
18,La Guajira,1298600,22,b
7,Caldas,358600,20,b
1,Amazonas,1027800,29,a
9,Casanare,773200,11,b
17,Huila,735200,7,b
3,Arauca,544600,18,b
27,Santander,1321800,9,a
5,Bolivar,902200,26,a
15,Guainia,849400,3,c
10,Cauca,1331200,6,b
8,Caqueta,1020800,6,c
21,Narino,720800,24,d
9,Casanare,1403800,2,d
10,Cauca,384800,21,a
12,Choco,409200,26,e
6,Boyaca,1094800,8,d
12,Choco,917600,25,a
18,La Guajira,1423200,4,b
7,Caldas,1631400,6,c
12,Choco,1946400,7,d
30,Valle del Cauca,809000,16,a
22,Norte de Santander,521600,21,b
10,Cauca,1667600,22,e
20,Meta,1748800,6,d
27,Santander,676600,28,c
2,Antioquia,1536600,13,c
9,Casanare,716000,14,e
15,Guainia,1170200,20,a
16,Guaviare,173000,22,a
9,Casanare,336000,9,b
8,Caqueta,723200,13,c
18,La Guajira,1887600,14,c
1,Amazonas,1709200,19,e
12,Choco,760800,12,d
19,Magdalena,834400,30,c
22,Norte de Santander,725800,15,d
12,Choco,1914400,3,a
4,Atlantico,1042000,19,a
17,Huila,794400,8,e
28,Sucre,1546400,6,e
13,Cordoba,1309400,18,d
20,Meta,991800,24,a
21,Narino,626600,1,e
26,San Andres y Providencia,208600,14,a
19,Magdalena,1960800,11,a
9,Casanare,733000,19,d
9,Casanare,523400,12,d
5,Bolivar,1213400,30,c
23,Putumayo,1730000,13,e
17,Huila,1696800,5,a
6,Boyaca,203600,7,a
31,Vaupes,1618000,9,c
13,Cordoba,675000,18,a
4,Atlantico,1023800,3,c
13,Cordoba,775600,11,e
23,Putumayo,862400,3,c
1,Amazonas,1578000,29,c
20,Meta,883800,14,d
30,Valle del Cauca,1490800,28,a
23,Putumayo,201200,7,c
31,Vaupes,1883000,12,d
8,Caqueta,195000,7,e
14,Cundinamarca,1845200,13,c
30,Valle del Cauca,1401600,22,e
8,Caqueta,241000,7,d
6,Boyaca,1222200,16,b
9,Casanare,226200,19,b
32,Vichada,1337000,11,a
24,Quindio,456200,3,c
32,Vichada,1494600,15,b
6,Boyaca,1465400,8,b
18,La Guajira,27600,10,d
22,Norte de Santander,19400,29,c
15,Guainia,345200,23,b
2,Antioquia,1597600,21,e
26,San Andres y Providencia,1626600,28,a
11,Cesar,1208000,3,e
6,Boyaca,1856400,16,e
12,Choco,1621600,11,d
13,Cordoba,1938400,10,b
5,Bolivar,1455000,27,b
7,Caldas,1019800,2,d
16,Guaviare,735200,6,e
6,Boyaca,1923800,20,b
23,Putumayo,1697200,11,e
20,Meta,696600,13,b
31,Vaupes,957800,3,e
12,Choco,1381000,14,d
7,Caldas,1233200,21,e
25,Risaralda,903600,6,e
19,Magdalena,406400,4,e
31,Vaupes,42400,26,d
23,Putumayo,84000,2,e
8,Caqueta,549000,19,e
30,Valle del Cauca,1649600,6,e
4,Atlantico,106200,25,c
24,Quindio,152200,11,d
13,Cordoba,735800,27,d
9,Casanare,1124000,13,a
14,Cundinamarca,1226800,12,c
2,Antioquia,291800,23,c
16,Guaviare,234000,25,c
4,Atlantico,1865200,12,b
21,Narino,888400,16,c
7,Caldas,1665200,2,b
32,Vichada,354600,2,b
29,Tolima,688000,18,c
13,Cordoba,1776000,20,e
19,Magdalena,1085600,3,e
32,Vichada,1151200,12,a
3,Arauca,222000,7,e
7,Caldas,528800,23,d
18,La Guajira,1284200,17,d
3,Arauca,210600,10,e
4,Atlantico,185600,19,e
23,Putumayo,1965200,24,a
12,Choco,1395800,27,c
19,Magdalena,959000,19,c
6,Boyaca,1488400,22,d
26,San Andres y Providencia,1162200,4,c
25,Risaralda,701600,20,b
6,Boyaca,812000,9,e
18,La Guajira,1818800,2,c
1,Amazonas,80000,23,e
8,Caqueta,369800,11,c
11,Cesar,1677800,1,b
19,Magdalena,1918200,4,e
11,Cesar,760400,19,d
31,Vaupes,835600,10,d
4,Atlantico,1450800,29,d
13,Cordoba,1603000,19,d
31,Vaupes,212600,19,b
11,Cesar,39600,13,d
26,San Andres y Providencia,1732400,30,a
8,Caqueta,1403400,28,d
15,Guainia,859200,29,e
27,Santander,1958800,21,d
19,Magdalena,18600,16,b
32,Vichada,1730600,22,b
14,Cundinamarca,1551800,14,c
27,Santander,1413600,5,b
32,Vichada,1884200,6,e
30,Valle del Cauca,44800,22,b
20,Meta,785800,12,c
4,Atlantico,371800,3,b
17,Huila,1983800,25,e
15,Guainia,130600,30,a
31,Vaupes,1342200,7,e
3,Arauca,1122800,10,d
11,Cesar,1070200,18,e
13,Cordoba,1395200,11,e
14,Cundinamarca,589800,19,d
4,Atlantico,1753400,5,a
11,Cesar,1710000,11,a
32,Vichada,1665800,2,c
22,Norte de Santander,1713800,23,c
5,Bolivar,1692600,6,d
11,Cesar,705400,1,a
31,Vaupes,693000,0,a
21,Narino,749000,11,a
28,Sucre,1743800,3,e
6,Boyaca,703000,7,d
19,Magdalena,289400,20,b
26,San Andres y Providencia,1725400,28,a
17,Huila,1433600,26,e
5,Bolivar,712800,3,e
7,Caldas,1318200,25,c
23,Putumayo,1011200,22,a
21,Narino,378800,15,a
8,Caqueta,1292600,0,a
32,Vichada,2000,15,e
26,San Andres y Providencia,1196000,10,a
25,Risaralda,796400,21,d
19,Magdalena,239400,29,d
15,Guainia,1349600,26,d
28,Sucre,993000,20,b
4,Atlantico,742600,27,e
4,Atlantico,846000,5,c
18,La Guajira,188000,18,e
1,Amazonas,1127400,11,c
25,Risaralda,738000,8,a
29,Tolima,1244800,10,a
16,Guaviare,1266400,28,e
5,Bolivar,1666800,8,c
17,Huila,979400,8,a
24,Quindio,347200,29,c
18,La Guajira,1621800,16,c
6,Boyaca,1086200,30,b
19,Magdalena,175400,27,d
24,Quindio,477000,30,d
6,Boyaca,749200,18,e
25,Risaralda,1119000,13,b
16,Guaviare,459200,11,c
28,Sucre,529000,21,d
9,Casanare,1391200,7,d
22,Norte de Santander,20200,6,d
30,Valle del Cauca,878000,26,c
8,Caqueta,1945800,23,a
20,Meta,1278600,20,b
21,Narino,726000,25,c
1,Amazonas,1229400,14,e
19,Magdalena,1687200,14,e
32,Vichada,1412000,3,d
25,Risaralda,1342400,8,c
23,Putumayo,1062600,7,e
12,Choco,999800,7,c
11,Cesar,1159000,23,e
9,Casanare,494200,1,e
20,Meta,1491400,14,d
17,Huila,595200,8,d
10,Cauca,1070400,22,c
3,Arauca,1339600,30,a
12,Choco,1953200,30,e
20,Meta,879400,0,c
18,La Guajira,896800,5,d
8,Caqueta,516800,12,e
29,Tolima,1912000,4,b
26,San Andres y Providencia,895800,26,d
28,Sucre,927400,29,c
19,Magdalena,1197200,14,e
17,Huila,68400,8,c
2,Antioquia,217600,26,a
31,Vaupes,93000,30,a
5,Bolivar,1589800,22,c
23,Putumayo,1417600,3,d
8,Caqueta,1386800,8,b
24,Quindio,1325800,22,a
17,Huila,352800,23,a
27,Santander,1378000,1,d
30,Valle del Cauca,1645200,1,a
31,Vaupes,923200,11,b
17,Huila,1507400,13,b
19,Magdalena,875200,3,e
3,Arauca,365400,17,c
31,Vaupes,1489200,8,d
32,Vichada,594200,18,c
27,Santander,496200,15,b
23,Putumayo,1033000,3,c
17,Huila,563400,11,a
15,Guainia,866200,27,e
5,Bolivar,539800,12,e
31,Vaupes,502200,22,c
10,Cauca,401400,5,a
10,Cauca,1751800,27,a
30,Valle del Cauca,186400,0,e
13,Cordoba,1876200,27,c
5,Bolivar,57800,29,c
24,Quindio,1339800,30,e
32,Vichada,956400,9,a
16,Guaviare,806400,3,a
17,Huila,1512600,19,c
9,Casanare,1414000,27,b
8,Caqueta,1933000,26,e
28,Sucre,1842000,28,e
5,Bolivar,868000,14,a
8,Caqueta,319400,9,b
31,Vaupes,572800,30,b
25,Risaralda,1819400,22,a
7,Caldas,532800,20,e
29,Tolima,180400,29,e
14,Cundinamarca,1263200,13,e
1,Amazonas,1455000,9,a
8,Caqueta,35400,21,c
28,Sucre,1529200,12,e
21,Narino,26400,9,a
22,Norte de Santander,1785800,10,c
28,Sucre,216200,25,e
2,Antioquia,198400,27,c
30,Valle del Cauca,23800,19,e
29,Tolima,1325200,29,c
21,Narino,1287600,15,d
26,San Andres y Providencia,1441000,6,b
5,Bolivar,774400,0,b
14,Cundinamarca,892200,0,d
15,Guainia,774400,27,a
2,Antioquia,108200,27,a
23,Putumayo,1830400,17,b
17,Huila,1252400,28,c
29,Tolima,716400,9,e
17,Huila,1752200,6,c
2,Antioquia,275000,21,d
10,Cauca,1057200,16,a
17,Huila,698200,0,b
7,Caldas,1642000,16,d
30,Valle del Cauca,1604200,17,d
13,Cordoba,1154400,5,a
27,Santander,1571600,27,c
9,Casanare,519400,17,e
4,Atlantico,1654400,9,b
21,Narino,1573000,6,e
10,Cauca,630200,19,a
11,Cesar,1697000,26,a
3,Arauca,1017400,17,d
2,Antioquia,553000,29,b
23,Putumayo,969000,21,d
28,Sucre,1744800,28,c
26,San Andres y Providencia,1949000,11,d
30,Valle del Cauca,777400,30,e
3,Arauca,981400,20,b
1,Amazonas,1832000,7,c
5,Bolivar,821000,17,b
2,Antioquia,1811000,18,b
17,Huila,1601600,27,c
7,Caldas,1639400,6,b
17,Huila,1088400,28,b
2,Antioquia,928000,26,a
3,Arauca,1426600,19,a
13,Cordoba,644200,23,a
20,Meta,586600,11,e
5,Bolivar,1250800,17,a
13,Cordoba,365400,28,b
4,Atlantico,1154400,18,a
25,Risaralda,469000,22,e
10,Cauca,306800,3,b
28,Sucre,1075000,24,e
8,Caqueta,1707800,11,b
31,Vaupes,439200,13,a
29,Tolima,265600,30,a
12,Choco,1787600,5,d
3,Arauca,1423600,20,a
26,San Andres y Providencia,230000,18,e
20,Meta,1253400,12,b
28,Sucre,884600,26,a
16,Guaviare,376000,7,a
32,Vichada,151200,20,d
29,Tolima,1355600,14,e
16,Guaviare,1266400,10,d
7,Caldas,1521600,10,e
10,Cauca,1904400,28,d
17,Huila,1276400,10,a
19,Magdalena,1783600,26,e
7,Caldas,785600,19,d
12,Choco,859400,2,d
8,Caqueta,1386600,27,c
3,Arauca,1830000,25,e
8,Caqueta,1633200,22,d
5,Bolivar,223000,19,c
16,Guaviare,1819600,8,c
19,Magdalena,1253200,28,e
9,Casanare,1503400,12,b
30,Valle del Cauca,895600,22,c
18,La Guajira,763200,24,e
19,Magdalena,447200,12,c
14,Cundinamarca,839600,3,d
13,Cordoba,423800,0,d
13,Cordoba,1159400,6,d
19,Magdalena,38800,7,d
14,Cundinamarca,665400,14,b
8,Caqueta,325600,15,e
14,Cundinamarca,804000,11,b
3,Arauca,1993000,26,b
28,Sucre,1576600,4,c
5,Bolivar,259600,0,d
24,Quindio,244000,21,c
30,Valle del Cauca,1979200,12,b
7,Caldas,1142400,14,d
1,Amazonas,702400,8,d
6,Boyaca,1784600,8,e
10,Cauca,726000,8,b
4,Atlantico,1025200,14,b
8,Caqueta,176400,8,b
28,Sucre,184400,19,d
1,Amazonas,1079600,5,d
1,Amazonas,984800,23,c
31,Vaupes,908200,8,d
17,Huila,1594800,11,c
18,La Guajira,765800,16,d
5,Bolivar,1407800,12,a
18,La Guajira,1238400,22,b
11,Cesar,1160000,27,c
15,Guainia,706800,18,e
18,La Guajira,1793400,11,b
22,Norte de Santander,830600,4,e
12,Choco,1570400,27,c
28,Sucre,989000,16,e
5,Bolivar,1074200,19,e
21,Narino,1205200,8,e
31,Vaupes,1270800,24,c
31,Vaupes,421000,19,e
1,Amazonas,1122600,27,a
2,Antioquia,628000,23,b
25,Risaralda,1774200,17,c
2,Antioquia,803200,8,c
9,Casanare,30800,20,e
15,Guainia,942600,30,d
16,Guaviare,1288000,3,a
3,Arauca,638800,23,c
7,Caldas,806000,29,d
8,Caqueta,967800,5,d
29,Tolima,204200,13,d
11,Cesar,1979800,22,c
7,Caldas,39400,12,b
3,Arauca,1777800,13,a
11,Cesar,1434200,23,b
2,Antioquia,887400,22,d
2,Antioquia,1766000,14,e
15,Guainia,1054400,20,e
29,Tolima,1728600,7,e
24,Quindio,1197400,3,a
4,Atlantico,1980600,21,d
10,Cauca,1203800,25,b
9,Casanare,954800,12,d
17,Huila,452600,27,d
32,Vichada,1912400,3,c
19,Magdalena,1747400,23,e
8,Caqueta,1612000,3,a
8,Caqueta,1401200,6,c
24,Quindio,1731600,5,c
23,Putumayo,536200,16,b
30,Valle del Cauca,523400,28,b
1,Amazonas,148800,7,a
11,Cesar,1863000,26,e
11,Cesar,1141000,9,b
19,Magdalena,1249000,10,a
8,Caqueta,1609400,1,e
16,Guaviare,857200,0,a
9,Casanare,1085600,11,d
26,San Andres y Providencia,1882800,13,a
27,Santander,718800,5,b
15,Guainia,1202200,4,d
24,Quindio,8400,5,b
8,Caqueta,1199600,21,a
2,Antioquia,1228600,1,e
21,Narino,1734000,10,d
4,Atlantico,1279000,25,a
25,Risaralda,257400,29,e
12,Choco,1405600,2,d
23,Putumayo,1817800,0,a
16,Guaviare,469000,28,e
5,Bolivar,201200,8,a
10,Cauca,643800,3,d
26,San Andres y Providencia,1507000,12,b
27,Santander,439800,22,d
27,Santander,1548600,29,a
26,San Andres y Providencia,1112800,22,e
5,Bolivar,612600,28,e
13,Cordoba,190400,20,e
10,Cauca,1405400,11,b
16,Guaviare,1120000,27,c
26,San Andres y Providencia,1920600,6,d
11,Cesar,1415800,13,d
14,Cundinamarca,37200,6,e
28,Sucre,1130800,10,a
26,San Andres y Providencia,557600,28,d
29,Tolima,160400,6,e
15,Guainia,1314000,13,b
19,Magdalena,1808400,12,e
23,Putumayo,1716600,11,b
3,Arauca,1035600,22,e
15,Guainia,859600,7,c
27,Santander,570800,20,e
15,Guainia,1431400,8,d
29,Tolima,16400,14,e
32,Vichada,1963200,18,e
29,Tolima,1844200,14,d
3,Arauca,1270200,29,b
8,Caqueta,685000,30,e
26,San Andres y Providencia,1281000,28,b
14,Cundinamarca,1161000,22,e
17,Huila,15600,8,d
29,Tolima,246800,28,c
14,Cundinamarca,1325400,23,a
8,Caqueta,48800,21,d
13,Cordoba,754000,18,d
9,Casanare,1985600,26,b
18,La Guajira,235200,5,a
1,Amazonas,1505600,28,e
2,Antioquia,95200,6,c
27,Santander,865200,25,e
17,Huila,1315800,4,a
2,Antioquia,128600,3,d
23,Putumayo,665000,13,a
20,Meta,1282200,3,c
28,Sucre,1034800,13,b
20,Meta,542200,1,c
6,Boyaca,24400,10,b
4,Atlantico,1953200,11,c
8,Caqueta,426000,15,a
19,Magdalena,1817200,6,b
15,Guainia,344400,7,c
24,Quindio,80000,26,b
10,Cauca,629000,22,d
32,Vichada,1429400,26,b
30,Valle del Cauca,1769200,14,b
31,Vaupes,612200,7,d
7,Caldas,624200,18,e
26,San Andres y Providencia,1482000,7,b
1,Amazonas,1181800,4,b
6,Boyaca,1960600,30,e
16,Guaviare,1844400,2,e
27,Santander,667200,29,c
21,Narino,110200,8,e
12,Choco,22400,15,b
10,Cauca,42000,11,d
29,Tolima,244800,11,e
7,Caldas,856800,11,d
11,Cesar,9600,12,a
10,Cauca,1632600,27,e
6,Boyaca,675600,5,d
18,La Guajira,460400,25,d
18,La Guajira,183600,7,e
9,Casanare,904800,14,a
17,Huila,1986400,13,b
2,Antioquia,1309800,25,e
24,Quindio,906400,0,a
26,San Andres y Providencia,1203000,17,b
17,Huila,1999600,26,e
27,Santander,1728000,14,a
4,Atlantico,173800,24,c
27,Santander,1361600,19,e
17,Huila,897400,25,b
31,Vaupes,454600,22,e
10,Cauca,1923600,12,e
24,Quindio,1468800,21,b
25,Risaralda,1553400,2,d
19,Magdalena,1042800,1,b
27,Santander,1609000,30,d
10,Cauca,1549600,12,b
27,Santander,1567600,18,b
16,Guaviare,1990200,19,e
5,Bolivar,1044200,29,a
5,Bolivar,1670600,9,d
19,Magdalena,1432600,16,d
7,Caldas,212600,5,b
26,San Andres y Providencia,395600,15,c
31,Vaupes,1633000,21,a
6,Boyaca,781600,1,b
15,Guainia,1443600,18,c
23,Putumayo,70600,8,c
25,Risaralda,799200,1,c
6,Boyaca,1995800,30,d
15,Guainia,785400,9,c
9,Casanare,858200,25,e
8,Caqueta,94200,16,a
24,Quindio,1999200,26,d
24,Quindio,1289000,6,a
21,Narino,1135800,15,e
25,Risaralda,1559000,16,b
26,San Andres y Providencia,432600,9,a
22,Norte de Santander,377800,1,a
19,Magdalena,345600,15,b
19,Magdalena,1370600,0,e
11,Cesar,73400,2,e
27,Santander,1388800,30,c
7,Caldas,1889800,26,c
4,Atlantico,456200,8,e
19,Magdalena,111000,15,a
1,Amazonas,926800,26,a
30,Valle del Cauca,787200,18,c
16,Guaviare,157600,30,e
6,Boyaca,1659800,30,c
10,Cauca,77400,9,e
1,Amazonas,373400,6,e
1,Amazonas,880800,13,d
11,Cesar,1479400,10,e
25,Risaralda,55400,12,e
13,Cordoba,5000,8,e
23,Putumayo,1458200,25,b
6,Boyaca,1250000,2,b
26,San Andres y Providencia,40800,5,a
10,Cauca,192800,28,d
28,Sucre,1287400,14,d
25,Risaralda,477600,7,c
13,Cordoba,180400,4,b
21,Narino,1639200,16,b
3,Arauca,174400,24,e
4,Atlantico,1076200,19,e
5,Bolivar,1049400,12,b
8,Caqueta,573000,4,b
1,Amazonas,847400,9,c
8,Caqueta,604000,16,b
24,Quindio,451200,17,a
3,Arauca,6200,30,e
13,Cordoba,1457200,28,b
23,Putumayo,751000,1,c
6,Boyaca,662000,15,a
7,Caldas,100600,7,d
19,Magdalena,1644000,20,c
30,Valle del Cauca,56000,10,e
29,Tolima,194200,16,b
26,San Andres y Providencia,442800,2,e
10,Cauca,213800,1,b
3,Arauca,1954000,10,b
22,Norte de Santander,1732000,24,a
10,Cauca,1084800,8,d
1,Amazonas,822600,24,b
14,Cundinamarca,772400,23,e
29,Tolima,831600,12,e
13,Cordoba,1446000,22,d
20,Meta,1021400,29,a
16,Guaviare,496000,2,a
5,Bolivar,477400,15,a
4,Atlantico,967200,13,a
4,Atlantico,1650200,14,e
23,Putumayo,1649200,1,d
15,Guainia,1388200,17,c
15,Guainia,279800,1,e
26,San Andres y Providencia,1023200,5,e
10,Cauca,922800,28,c
16,Guaviare,486400,5,b
17,Huila,636000,28,d
2,Antioquia,1504600,23,c
31,Vaupes,1436600,15,d
12,Choco,164400,13,d
25,Risaralda,1128200,29,e
8,Caqueta,1115200,7,c
1,Amazonas,1984000,16,a
26,San Andres y Providencia,1619200,16,d
27,Santander,1695800,14,c
6,Boyaca,95600,28,b
20,Meta,1654800,21,d
8,Caqueta,1358200,30,b
18,La Guajira,22800,27,d
6,Boyaca,1149600,21,c
30,Valle del Cauca,1134600,18,d
25,Risaralda,596600,29,d
25,Risaralda,1263600,24,a
3,Arauca,272400,2,b
29,Tolima,389800,24,b
14,Cundinamarca,1850800,9,b
14,Cundinamarca,356400,5,c
13,Cordoba,1917600,5,c
21,Narino,871000,12,a
14,Cundinamarca,270400,28,b
5,Bolivar,326800,25,e
25,Risaralda,515200,27,e
30,Valle del Cauca,861400,16,b
9,Casanare,1254400,13,e
24,Quindio,209800,27,c
21,Narino,1406000,21,d
26,San Andres y Providencia,1178000,24,d
16,Guaviare,758200,15,d
15,Guainia,1640400,12,d
13,Cordoba,119800,2,c
11,Cesar,1030000,13,c
19,Magdalena,1164200,13,b
26,San Andres y Providencia,1114800,3,b
5,Bolivar,1664600,21,a
29,Tolima,774400,11,b
6,Boyaca,620800,18,a
7,Caldas,591000,9,c
10,Cauca,1687800,30,c
10,Cauca,438600,10,e
13,Cordoba,821400,19,d
2,Antioquia,1125400,4,d
7,Caldas,1599000,1,c
12,Choco,1884600,9,e
21,Narino,1852200,9,a
3,Arauca,708400,16,b
16,Guaviare,167000,18,d
13,Cordoba,699400,11,e
19,Magdalena,427200,17,d
28,Sucre,575400,23,d
30,Valle del Cauca,299600,20,a
9,Casanare,804200,22,c
13,Cordoba,1307400,4,e
8,Caqueta,339000,19,c
15,Guainia,72200,27,e
31,Vaupes,1950600,7,d
9,Casanare,1647400,15,c
8,Caqueta,1352600,22,d
25,Risaralda,140000,8,e
1,Amazonas,1813000,12,c
28,Sucre,1202600,7,d
23,Putumayo,1735200,28,b
31,Vaupes,1647400,16,b
3,Arauca,1360600,9,b
13,Cordoba,1269600,13,a
15,Guainia,1241200,17,c
20,Meta,693600,18,d
6,Boyaca,108000,8,a
29,Tolima,1427000,9,b
10,Cauca,1908600,5,c
29,Tolima,733400,18,e
12,Choco,1779800,14,b
16,Guaviare,1119800,6,c
23,Putumayo,1853400,3,d
24,Quindio,265200,18,e
9,Casanare,1839000,1,a
21,Narino,397200,20,e
24,Quindio,424000,20,c
8,Caqueta,679000,19,b
14,Cundinamarca,1512800,10,c
9,Casanare,1755000,1,a
17,Huila,858600,2,e
6,Boyaca,1627400,27,d
28,Sucre,309000,8,e
20,Meta,269000,7,a
1,Amazonas,1773000,4,c
12,Choco,191800,22,c
23,Putumayo,1519400,9,d
2,Antioquia,1870400,18,b
14,Cundinamarca,300400,15,d
14,Cundinamarca,1728000,16,a
1,Amazonas,1686400,24,e
20,Meta,238600,10,a
9,Casanare,512400,5,c
28,Sucre,1560000,5,a
9,Casanare,755600,27,e
24,Quindio,475400,6,d
12,Choco,1761400,12,a
4,Atlantico,191600,16,a
17,Huila,808200,23,b
14,Cundinamarca,847600,0,c
17,Huila,1652000,5,c
19,Magdalena,408200,11,a
21,Narino,1087800,2,b
13,Cordoba,820200,7,a
28,Sucre,847600,16,d
19,Magdalena,1380600,22,a
4,Atlantico,600000,12,e
7,Caldas,763200,29,b
6,Boyaca,1707000,21,c
22,Norte de Santander,1562600,11,b
1,Amazonas,1761200,14,b
27,Santander,943600,25,c
12,Choco,57400,14,e
12,Choco,465400,24,d
31,Vaupes,925000,12,a
19,Magdalena,1167600,12,a
24,Quindio,1540800,29,b
23,Putumayo,1345800,8,c
23,Putumayo,847600,12,a
21,Narino,1460600,25,e
23,Putumayo,1347400,3,a
3,Arauca,934200,19,e
32,Vichada,1933800,10,c
11,Cesar,847200,22,e
31,Vaupes,680800,21,c
9,Casanare,1118000,16,b
20,Meta,359600,28,e
11,Cesar,1709800,14,d
18,La Guajira,1741800,26,e
15,Guainia,861800,18,c
7,Caldas,434800,10,e
2,Antioquia,505600,24,e
18,La Guajira,1339000,27,c
23,Putumayo,642200,17,c
10,Cauca,1312600,20,c
5,Bolivar,17400,22,d
27,Santander,1002800,24,b
1,Amazonas,618000,10,c
2,Antioquia,1697200,14,c
21,Narino,601200,7,a
17,Huila,902600,18,a
25,Risaralda,774200,1,d
22,Norte de Santander,1432600,16,e
27,Santander,500600,20,e
12,Choco,385400,11,a
1,Amazonas,393000,8,e
32,Vichada,1692600,28,a
22,Norte de Santander,1302600,18,a
31,Vaupes,185400,12,d
29,Tolima,1290200,16,c
18,La Guajira,1758400,1,d
8,Caqueta,1916400,6,a
28,Sucre,797400,13,e
26,San Andres y Providencia,952200,24,b
23,Putumayo,1980000,16,d
17,Huila,1943600,3,e
19,Magdalena,1003200,9,c
15,Guainia,1930600,12,c
7,Caldas,498600,29,d
26,San Andres y Providencia,785000,16,d
7,Caldas,1000600,7,d
19,Magdalena,1560400,14,d
2,Antioquia,1886400,6,a
27,Santander,1575200,20,a
6,Boyaca,920000,7,d
12,Choco,1679400,1,d
2,Antioquia,871400,9,b
18,La Guajira,728800,6,e
10,Cauca,1413600,20,e
5,Bolivar,1241800,1,b
8,Caqueta,643000,30,a
12,Choco,18800,8,c
11,Cesar,1937400,10,a
4,Atlantico,808600,14,e
20,Meta,1622200,25,a
18,La Guajira,1046600,20,c
17,Huila,114600,18,e
20,Meta,1138000,12,a
14,Cundinamarca,1813000,16,b
8,Caqueta,634000,25,a
32,Vichada,901200,12,e
1,Amazonas,1865800,11,b
22,Norte de Santander,335000,6,e
19,Magdalena,1654200,15,b
8,Caqueta,1902600,12,d
11,Cesar,1822600,11,a
27,Santander,1427600,29,d
15,Guainia,849200,2,b
18,La Guajira,1590000,12,e
14,Cundinamarca,1910800,11,a
4,Atlantico,1089200,2,c
19,Magdalena,253200,6,b
12,Choco,1451400,26,c
13,Cordoba,1316800,18,c
12,Choco,350800,30,e
15,Guainia,1225000,19,b
1,Amazonas,184800,11,c
13,Cordoba,1815200,3,a
16,Guaviare,699200,20,b
5,Bolivar,1456600,2,e
20,Meta,282200,28,d
21,Narino,1309600,0,a
22,Norte de Santander,1395400,25,a
31,Vaupes,908400,30,c
3,Arauca,1843000,7,b
21,Narino,1954800,10,e
32,Vichada,894600,15,c
7,Caldas,1963000,18,b
30,Valle del Cauca,431200,11,b
4,Atlantico,812000,21,e
3,Arauca,210600,2,b
22,Norte de Santander,1284400,27,c
23,Putumayo,340000,4,d
25,Risaralda,1309000,23,c
4,Atlantico,1108800,28,b
10,Cauca,429600,1,e
20,Meta,132000,7,e
5,Bolivar,1700800,4,c
8,Caqueta,774600,3,b
1,Amazonas,850200,19,c
26,San Andres y Providencia,1201800,26,c
9,Casanare,598600,17,d
18,La Guajira,1077600,6,b
1,Amazonas,342200,20,c
31,Vaupes,84600,24,d
2,Antioquia,1884800,13,e
23,Putumayo,1959200,15,c
10,Cauca,553400,10,d
24,Quindio,1966600,15,a
19,Magdalena,384400,26,e
5,Bolivar,135000,26,b
16,Guaviare,965000,27,b
18,La Guajira,921400,28,c
6,Boyaca,1439600,26,c
27,Santander,340400,11,c
12,Choco,187400,13,d
32,Vichada,42200,12,b
18,La Guajira,1236000,15,a
25,Risaralda,1833800,27,a
21,Narino,1335200,23,d
2,Antioquia,48400,9,e
14,Cundinamarca,325600,21,d
26,San Andres y Providencia,24000,6,e
12,Choco,348000,28,b
29,Tolima,547200,14,a
13,Cordoba,1225800,17,c
20,Meta,1670000,20,c
27,Santander,1492800,29,b
21,Narino,1925400,9,d
11,Cesar,1750200,2,c
6,Boyaca,351400,30,a
6,Boyaca,206800,1,c
27,Santander,163800,21,b
30,Valle del Cauca,826400,11,b
17,Huila,1643600,11,b
15,Guainia,591400,28,b
16,Guaviare,160400,2,a
22,Norte de Santander,164400,11,c
22,Norte de Santander,382400,12,c
12,Choco,1909200,20,c
5,Bolivar,1947000,4,c
4,Atlantico,1550400,7,e
